timestamp,plant_id,production_line,batch_id,temperature,pressure,humidity,machine_speed,vibration,raw_material_quality,energy_consumption,operator_shift,yield_percentage,scrap_rate,quality_score,downtime_minutes,recommended_temperature,recommended_pressure,adoption_flag,predicted_yield
2026-02-26 20:17:40.875978,Plant_C,Line_1,7c5ef759-ee8c-41f7-ae5a-50cbde56de27,189.98,35.35,44.99,112.01,2.03,77.19,486.3,Evening,86.09,14.16,83.42,24.72,192.1,33.48,0,85.44
2026-02-26 20:47:40.875978,Plant_B,Line_3,596f3f2f-be29-4187-b5f7-a0be217f1c64,173.8,36.76,64.58,117.86,4.6,70.13,417.43,Evening,79.13,22.02,76.43,19.2,172.29,38.18,0,77.87
2026-02-26 21:17:40.875978,Plant_A,Line_2,29a45aeb-2192-47b0-98e8-bbf5a9c5bb68,178.17,33.78,47.51,135.91,6.95,74.27,394.61,Evening,78.56,22.8,77.27,10.79,176.32,33.17,1,77.05
2026-02-26 21:47:40.875978,Plant_A,Line_1,829db1ce-b02e-47a9-a3d9-19a5dc404d46,185.76,35.83,36.0,114.94,5.17,90.7,413.52,Morning,85.68,15.92,87.19,17.13,183.23,37.66,1,85.77
2026-02-26 22:17:40.875978,Plant_B,Line_2,1efbb72d-6cb5-4fc9-98cd-5ed6bc6b2ec6,187.09,34.79,63.93,125.64,3.94,98.96,426.79,Morning,85.17,16.96,89.31,12.9,186.06,35.33,1,84.37
2026-02-26 22:47:40.875978,Plant_A,Line_3,ea09570d-6df4-432a-98f3-56d7b3df3ff3,169.54,40.64,54.22,116.37,3.4,90.17,484.66,Morning,81.54,19.53,84.13,24.8,167.7,40.22,0,81.84
2026-02-26 23:17:40.875978,Plant_A,Line_3,511ad2a2-e17b-446e-b2e2-ccea64d7d0a2,164.32,29.1,67.15,109.42,2.98,79.1,432.59,Evening,84.2,18.1,82.67,4.32,166.81,29.74,0,83.94
2026-02-26 23:47:40.875978,Plant_B,Line_2,ada64267-cfe5-4193-bc23-ef4ddf9a1857,188.28,35.77,67.42,120.9,4.32,71.99,464.23,Morning,81.32,21.52,78.52,12.06,189.13,36.12,1,81.74
2026-02-27 00:17:40.875978,Plant_B,Line_3,1868fc83-56a5-4d88-96ab-6fdd55ec4730,169.95,34.54,53.86,115.6,1.11,87.89,443.14,Night,92.1,8.52,90.84,12.18,168.97,33.79,1,92.72
2026-02-27 00:47:40.875978,Plant_A,Line_3,2005f9f2-82f8-446c-a7b3-de59a1eef10d,183.64,27.97,76.62,139.25,3.19,80.46,432.54,Morning,81.7,19.52,81.33,12.62,186.13,28.11,0,81.56
2026-02-27 01:17:40.875978,Plant_A,Line_1,3731304c-8cde-493b-baf9-7d5b828eacef,187.68,31.2,63.63,120.18,5.89,97.3,532.57,Night,82.89,18.44,87.21,12.55,188.99,30.63,1,82.36
2026-02-27 01:47:40.875978,Plant_A,Line_3,321986cc-c722-4cad-b764-4905b8854757,173.68,33.95,52.49,116.07,2.33,95.76,588.46,Night,85.67,17.06,88.7,10.52,171.37,34.05,1,88.86
2026-02-27 02:17:40.875978,Plant_C,Line_1,623ec1f5-a3e5-484f-8b33-f069faf300a0,169.36,36.97,28.81,115.35,4.48,89.34,470.61,Evening,81.61,21.03,83.93,17.84,169.57,35.11,0,82.84
2026-02-27 02:47:40.875978,Plant_C,Line_3,41756ebb-9dc9-4807-98cd-ac35bf693dd0,185.8,36.67,47.51,141.06,6.37,78.89,470.79,Evening,85.5,17.32,83.52,10.1,186.74,36.68,0,85.4
2026-02-27 03:17:40.875978,Plant_B,Line_3,a4b05240-8779-49a5-a9c6-666d3d4a1c16,184.61,36.17,67.32,145.54,3.46,99.17,383.37,Evening,86.47,15.41,90.28,7.73,187.42,36.84,0,87.77
2026-02-27 03:47:40.875978,Plant_A,Line_1,6e500bee-0826-4fde-9937-51c650540c37,181.87,34.72,56.24,115.19,1.84,89.59,384.9,Evening,89.4,10.73,89.46,16.74,184.3,32.73,0,93.22
2026-02-27 04:17:40.875978,Plant_C,Line_1,47012443-1ba2-4ea3-81c2-1a1b4beff30d,185.87,37.17,46.41,97.85,3.68,92.24,525.84,Night,84.88,16.59,87.09,16.54,184.64,35.3,0,85.44
2026-02-27 04:47:40.875978,Plant_C,Line_2,86e4c7be-7aca-42ef-be54-9cf67975b5ca,170.64,35.59,52.75,134.71,2.47,75.38,446.98,Evening,88.04,13.03,84.24,15.2,172.98,36.07,0,88.91
2026-02-27 05:17:40.875978,Plant_B,Line_3,9470f825-b6cf-400c-b582-4cfdc55bc2e4,195.29,37.91,58.12,106.22,5.27,70.23,453.54,Morning,81.57,20.5,78.17,4.85,196.39,36.2,1,81.23
2026-02-27 05:47:40.875978,Plant_C,Line_2,626915b2-b261-4a71-be71-034a4514fb77,187.23,37.82,61.5,120.98,4.55,95.68,514.58,Evening,84.32,16.65,87.73,16.22,188.33,38.19,1,84.33
2026-02-27 06:17:40.875978,Plant_A,Line_1,c290bea4-787b-4507-b58f-f042b67c543c,194.38,31.72,63.39,128.1,3.69,85.4,452.83,Morning,85.37,17.32,85.38,11.97,194.75,31.71,1,85.34
2026-02-27 06:47:40.875978,Plant_B,Line_3,020b3fe0-2b85-422d-9641-e38da9bb022e,176.11,38.14,57.1,107.52,5.1,88.35,457.89,Morning,83.84,18.3,85.19,7.18,178.76,36.27,1,84.5
2026-02-27 07:17:40.875978,Plant_A,Line_1,439cd116-34d1-4127-8655-30f93981ecde,176.59,38.81,57.9,131.24,3.05,75.61,512.4,Evening,83.58,18.25,81.19,21.76,178.85,37.84,1,83.02
2026-02-27 07:47:40.875978,Plant_A,Line_1,f88f3856-d55c-49ea-825d-4312e96840df,182.66,39.08,53.37,109.26,4.95,75.53,446.73,Evening,84.34,16.33,81.7,7.23,182.52,39.35,1,83.48
2026-02-27 08:17:40.875978,Plant_B,Line_2,f78c7acb-eead-4e47-9605-bc65a6e9050b,178.25,34.8,65.1,138.05,4.02,89.9,465.99,Night,83.36,19.05,85.32,7.79,180.48,35.36,0,82.21
2026-02-27 08:47:40.875978,Plant_C,Line_1,c7624696-cc04-463e-988a-252b50345417,173.68,41.34,47.1,117.77,5.28,87.76,418.58,Night,81.94,19.43,83.69,13.3,174.8,39.85,0,80.79
2026-02-27 09:17:40.875978,Plant_C,Line_1,1f7d47fd-1386-4e94-97a4-75b3fc37a32d,170.28,38.98,54.54,126.68,3.93,87.25,392.49,Morning,81.31,19.38,83.09,14.17,171.02,38.85,0,81.6
2026-02-27 09:47:40.875978,Plant_B,Line_1,a6f376f1-057c-4427-bbac-ca10fb461045,173.01,31.97,62.3,115.76,3.86,90.57,419.18,Night,83.19,19.24,85.4,13.74,175.24,32.12,1,83.15
2026-02-27 10:17:40.875978,Plant_A,Line_1,04e90304-2b69-43ae-b729-76e31500b4a2,175.16,35.11,50.84,95.95,4.1,80.46,381.68,Morning,78.98,23.97,79.42,21.12,172.34,35.77,0,78.94
2026-02-27 10:47:40.875978,Plant_A,Line_1,8197ef31-9d11-45fc-a7fc-35cfce013445,173.53,33.96,36.02,87.96,4.64,98.66,417.45,Evening,86.12,15.09,89.88,16.99,171.3,33.69,0,86.85
2026-02-27 11:17:40.875978,Plant_C,Line_2,8db4e8bf-f95b-4c69-ab1d-fc33cd4ca8ee,184.09,31.11,57.02,123.29,5.71,95.17,467.09,Morning,79.49,21.26,84.19,15.01,183.42,29.29,1,80.1
2026-02-27 11:47:40.875978,Plant_B,Line_2,398d177e-5420-47bc-9d66-1d3f6f063d19,181.89,26.55,51.11,117.83,5.61,73.52,542.63,Morning,81.24,19.44,78.92,11.84,179.16,25.52,1,79.65
2026-02-27 12:17:40.875978,Plant_A,Line_2,38f2eb4e-66df-427f-b46e-8a640bb1ca0e,175.74,38.03,55.67,123.52,4.18,87.49,459.71,Night,85.05,16.34,85.78,3.66,177.54,38.21,1,84.94
2026-02-27 12:47:40.875978,Plant_A,Line_3,363f4eb1-96e5-4532-9c5a-fe07117f7af8,178.63,30.81,45.76,130.8,2.76,73.22,401.88,Evening,88.94,12.96,84.22,8.39,180.47,29.34,1,89.95
2026-02-27 13:17:40.875978,Plant_A,Line_2,a730784e-6e00-40f6-b175-7eba6e25142d,161.55,33.63,38.97,103.92,4.93,80.12,367.04,Morning,84.4,16.05,83.12,20.55,162.75,33.04,0,85.54
2026-02-27 13:47:40.875978,Plant_A,Line_1,ba2507a3-8135-428a-907f-7cf8eeabfb44,174.64,36.03,48.86,113.63,3.26,82.18,482.67,Morning,81.94,19.8,82.01,15.92,176.05,37.95,0,82.38
2026-02-27 14:17:40.875978,Plant_B,Line_3,1a220063-1059-493a-ae9f-d019c7dfb842,194.46,35.11,49.72,117.29,1.09,81.69,475.69,Evening,85.56,16.2,84.4,16.72,196.76,35.16,1,85.55
2026-02-27 14:47:40.875978,Plant_A,Line_3,df4843e4-2745-4237-9c75-797e790201e9,188.7,36.2,39.84,133.6,5.26,97.18,487.66,Evening,85.3,16.85,88.86,6.41,189.36,35.24,0,84.7
2026-02-27 15:17:40.875978,Plant_C,Line_1,45694f6e-3cb8-445f-959e-0b6ac645b967,167.73,35.24,46.23,129.31,2.89,97.32,422.61,Evening,91.97,10.11,93.57,1.28,170.35,34.1,1,93.49
2026-02-27 15:47:40.875978,Plant_A,Line_2,ddeacf75-e483-4e14-8469-c6bfed4dad63,174.26,37.05,73.07,101.36,6.0,93.17,427.18,Night,78.65,21.47,83.01,17.08,177.12,38.72,1,77.21
2026-02-27 16:17:40.875978,Plant_B,Line_2,6c63dac5-5e87-47f1-9dd9-5d505a4df5d8,177.29,36.08,75.14,107.03,2.72,89.49,375.96,Night,84.27,16.43,85.84,10.9,178.26,36.12,1,83.1
2026-02-27 16:47:40.875978,Plant_B,Line_2,a62d955f-912e-45e3-9036-787cd2e34ac6,178.09,35.51,45.47,137.8,3.85,90.8,483.94,Morning,88.4,14.14,89.12,19.0,175.64,34.2,1,87.98
2026-02-27 17:17:40.875978,Plant_A,Line_1,f8a5ed01-6a85-4e0c-80de-2ec93f4d83bc,186.39,38.5,60.0,119.87,6.32,82.17,406.22,Morning,80.51,20.48,81.01,6.82,186.04,40.44,1,80.1
2026-02-27 17:47:40.875978,Plant_A,Line_1,049e95e4-e466-4f0d-bbfc-8a8f619414ef,177.04,34.22,44.78,99.12,3.61,85.63,421.3,Night,82.67,18.25,83.56,20.49,175.75,35.69,1,82.91
2026-02-27 18:17:40.875978,Plant_A,Line_3,79a3d589-7adc-45c8-8e1e-b442bf250af8,183.69,37.62,49.59,117.24,5.79,80.52,463.79,Night,83.53,16.81,82.63,3.34,180.75,36.51,0,84.33
2026-02-27 18:47:40.875978,Plant_B,Line_2,35d96b8c-b52f-4355-a078-5b568139e697,179.97,36.65,55.57,107.11,5.41,77.42,488.93,Evening,87.82,14.34,84.7,0.05,177.38,36.13,1,88.44
2026-02-27 19:17:40.875978,Plant_B,Line_3,a447309f-9398-4103-b471-204fbcf211df,175.18,35.95,58.09,133.78,5.0,92.24,464.08,Morning,81.71,20.68,84.87,16.43,176.79,35.64,0,80.12
2026-02-27 19:47:40.875978,Plant_C,Line_3,2a9f374e-d521-41cf-b98b-50ebe94c78a0,174.44,35.02,69.64,100.99,4.14,76.12,441.51,Morning,79.58,23.31,78.54,19.39,175.5,35.56,1,79.19
2026-02-27 20:17:40.875978,Plant_B,Line_2,471a5524-345b-41b0-82a8-0f30f167ee0a,179.12,35.77,58.16,125.56,6.29,97.89,401.51,Night,87.03,15.78,90.29,12.82,177.12,35.58,0,86.62
2026-02-27 20:47:40.875978,Plant_C,Line_1,281bba42-ca46-4705-b714-5c2c9990cb55,176.19,31.99,63.74,90.49,4.34,76.48,457.6,Evening,82.08,20.0,80.4,10.94,174.78,31.69,1,84.13
2026-02-27 21:17:40.875978,Plant_B,Line_1,41593c72-b96b-45f5-a09f-29b32a898628,168.12,34.13,28.8,107.21,4.22,97.12,485.59,Night,86.05,15.66,89.37,9.34,166.31,35.92,1,87.22
2026-02-27 21:47:40.875978,Plant_B,Line_1,a8d655c0-0f1b-4337-8851-707df278a3bb,183.97,33.34,64.4,117.24,4.26,79.45,429.94,Morning,83.6,18.63,82.35,14.6,183.86,32.25,0,82.2
2026-02-27 22:17:40.875978,Plant_B,Line_3,c4a23be4-d5d8-4f26-8ed8-662f8745dc07,189.2,29.58,56.71,100.83,2.92,82.09,461.56,Morning,87.04,15.92,85.55,12.44,188.43,30.97,0,86.58
2026-02-27 22:47:40.875978,Plant_C,Line_1,68073226-262c-4cf0-9a55-7e1bfee282e3,178.37,39.38,37.76,127.0,4.95,98.0,469.44,Morning,89.18,13.05,91.83,3.09,177.18,40.57,0,87.89
2026-02-27 23:17:40.875978,Plant_A,Line_1,696d64c7-ad48-416d-847d-0a7698fc5b80,180.71,37.8,67.7,118.21,4.74,96.85,418.1,Evening,81.54,20.67,86.13,13.63,182.04,36.62,0,81.56
2026-02-27 23:47:40.875978,Plant_A,Line_2,438f0ef3-1ec9-414d-8fd0-3cba90f3c90a,175.77,31.3,77.21,111.67,4.09,89.6,414.29,Evening,85.38,16.13,86.65,4.37,176.8,32.01,0,84.33
2026-02-28 00:17:40.875978,Plant_A,Line_2,0dff6b90-73f2-4c0a-88ba-0139542fc8e1,180.56,33.42,57.06,140.93,4.96,70.52,515.98,Morning,81.41,19.89,78.14,5.27,180.52,32.73,0,81.34
2026-02-28 00:47:40.875978,Plant_B,Line_3,9a5c8175-bdb3-4c30-8f46-27faed04bb10,185.04,34.7,55.95,127.38,4.99,86.47,396.06,Night,84.01,16.36,84.75,12.47,186.58,33.61,0,84.95
2026-02-28 01:17:40.875978,Plant_C,Line_2,6005137d-670a-4d66-9f94-50f7b5400087,173.24,35.55,55.51,119.44,3.8,85.47,467.57,Evening,81.88,20.17,82.96,18.35,175.54,37.06,1,82.19
2026-02-28 01:47:40.875978,Plant_C,Line_3,bf6ace6f-c602-4e45-b988-ee325b087dd3,189.55,33.39,48.36,106.5,4.64,75.84,399.15,Morning,83.42,19.13,81.15,14.11,192.31,32.42,1,85.6
2026-02-28 02:17:40.875978,Plant_C,Line_2,d67100cd-aff6-45c6-aa85-7b173fdc6fed,182.11,40.22,63.82,116.74,2.97,80.63,392.77,Evening,85.09,16.62,83.75,7.3,181.87,40.86,0,85.17
2026-02-28 02:47:40.875978,Plant_A,Line_3,8bbf3e26-f150-4659-b5ce-d26b40b653a9,185.36,37.62,56.96,138.41,4.66,84.46,428.62,Night,80.36,22.07,81.59,12.82,186.57,37.73,0,82.58
2026-02-28 03:17:40.875978,Plant_A,Line_3,c62df0f7-2633-4fdb-a2f2-03d2e568c6a6,184.06,32.3,45.78,137.79,3.79,85.16,484.07,Night,83.51,16.91,84.0,12.46,182.38,31.38,1,82.44
2026-02-28 03:47:40.875978,Plant_A,Line_1,93cd7309-b512-428e-a401-61f491371df3,169.87,36.25,54.05,115.3,4.32,70.06,442.64,Night,79.77,20.32,76.86,18.32,169.05,38.01,0,81.22
2026-02-28 04:17:40.875978,Plant_B,Line_1,ef5e84fe-d160-41a9-933f-c59a54e99ae2,191.7,42.25,46.29,141.69,3.94,72.77,416.91,Night,86.11,15.19,82.11,11.54,190.64,42.08,1,87.23
2026-02-28 04:47:40.875978,Plant_B,Line_2,028ec400-4cd0-4b6c-87c2-f99c17075c0e,174.34,38.2,46.1,99.97,2.77,99.6,396.67,Evening,89.83,10.23,92.76,12.91,172.55,37.45,1,91.35
2026-02-28 05:17:40.875978,Plant_C,Line_1,a45bccea-17bb-4a7f-ba4a-b0719beac890,168.72,36.8,63.14,97.42,5.14,80.4,491.37,Evening,84.58,18.1,83.33,12.95,170.8,35.35,1,85.64
2026-02-28 05:47:40.875978,Plant_C,Line_1,c4ebfe7c-3d66-4d7d-8f38-654ec1ec3ef2,189.66,37.81,55.01,131.07,4.9,77.91,439.39,Night,83.44,19.28,81.78,13.08,187.48,38.85,1,82.09
2026-02-28 06:17:40.875978,Plant_C,Line_1,6491ea35-8b3b-4ea5-ad2a-d8d8d1c92415,193.06,39.18,76.51,105.45,5.32,74.6,420.25,Night,83.57,18.24,80.88,13.37,191.25,40.25,1,81.9
2026-02-28 06:47:40.875978,Plant_C,Line_3,5c594c38-bb78-42db-992d-61e60945422c,170.1,34.84,60.01,89.66,5.25,83.6,449.08,Evening,83.8,18.91,83.74,8.01,170.37,34.17,0,82.06
2026-02-28 07:17:40.875978,Plant_C,Line_2,ef66f5b6-3a4f-4e37-9a9a-e20a8be9fc62,184.77,34.69,59.3,134.07,3.97,93.2,467.09,Morning,86.33,15.04,88.39,8.31,184.96,34.53,1,86.21
2026-02-28 07:47:40.875978,Plant_B,Line_2,be189766-8c38-4f47-b524-c5dd54486adc,168.57,34.15,58.97,120.29,4.19,87.34,440.98,Morning,82.53,18.45,83.97,12.97,170.62,35.95,0,82.63
2026-02-28 08:17:40.875978,Plant_A,Line_1,0ea2c74a-1e7e-4413-ac0c-bcfbd98e9648,165.67,34.62,56.74,119.47,3.32,90.7,452.58,Morning,86.51,16.25,87.77,6.71,168.32,35.99,0,88.83
2026-02-28 08:47:40.875978,Plant_C,Line_2,4a345f93-a2b6-462a-a986-5d0dabf323fc,187.67,31.87,43.8,114.28,1.38,79.53,502.05,Evening,88.86,11.26,86.06,10.49,184.75,32.52,0,89.28
2026-02-28 09:17:40.875978,Plant_C,Line_1,cc77c03d-452a-4f88-adb8-821844780293,169.57,40.17,48.45,124.59,1.93,73.63,479.91,Morning,90.01,11.23,85.1,12.51,170.51,38.82,1,89.37
2026-02-28 09:47:40.875978,Plant_A,Line_2,edcb8cc5-f718-45bf-95d9-7d571f88e48f,180.41,37.09,44.19,134.09,4.2,83.62,502.02,Evening,82.84,19.04,83.07,15.83,177.85,38.13,1,82.54
2026-02-28 10:17:40.875978,Plant_A,Line_1,8d356bc7-ce4a-4230-8098-9eabe7eb2d9e,183.68,31.71,38.94,118.4,2.02,80.67,483.99,Morning,88.48,12.24,86.14,3.06,183.55,31.94,0,88.81
2026-02-28 10:47:40.875978,Plant_C,Line_1,55104b21-ca0e-4e71-9a41-f2d9dfdc4175,177.83,35.0,49.63,90.59,4.45,75.32,497.25,Morning,85.4,16.44,82.38,10.87,174.95,34.56,0,84.63
2026-02-28 11:17:40.875978,Plant_B,Line_1,b9888794-7d47-4eee-a03a-270a43f320be,177.75,36.07,49.25,121.83,4.68,76.01,510.65,Morning,82.48,19.91,80.54,18.74,176.54,36.32,0,81.75
2026-02-28 11:47:40.875978,Plant_A,Line_3,86470989-1bc2-49c7-8e43-1c11e579e321,185.44,32.76,69.63,120.03,3.99,72.08,419.75,Evening,82.35,20.6,79.27,14.35,187.7,32.5,0,81.82
2026-02-28 12:17:40.875978,Plant_A,Line_2,50238f6f-2cc0-4a4a-b4a0-9aa8802aa37b,181.95,34.13,60.35,165.61,4.38,73.96,457.26,Morning,82.53,18.78,79.96,9.98,181.83,32.45,0,82.02
2026-02-28 12:47:40.875978,Plant_A,Line_3,8bbd2521-3a03-4cfa-bc9a-5f3fbb6af7ac,164.24,39.19,59.22,101.11,4.04,91.28,349.41,Evening,86.35,15.14,87.83,13.63,164.36,37.95,0,87.87
2026-02-28 13:17:40.875978,Plant_B,Line_2,60afcd48-e839-4cc3-9ef4-9ef240e4491a,181.51,38.48,58.83,92.95,3.59,77.98,423.73,Evening,83.98,16.22,82.18,9.03,181.91,39.11,1,83.62
2026-02-28 13:47:40.875978,Plant_B,Line_1,57699af3-ea0f-4274-96a6-7b99cddb7538,184.69,29.69,64.84,118.23,4.59,90.8,424.51,Morning,85.17,17.33,86.86,15.68,181.74,29.44,0,84.34
2026-02-28 14:17:40.875978,Plant_C,Line_3,ed6dfe71-5d33-4531-baa0-161ee5c748b0,189.39,33.55,37.93,113.25,3.94,71.56,453.82,Morning,85.74,15.86,81.49,16.82,192.07,31.84,0,86.97
2026-02-28 14:47:40.875978,Plant_B,Line_3,8778b7af-41a0-423e-86c5-8f2694d59662,169.23,36.76,44.56,103.25,4.04,97.1,464.47,Evening,86.7,14.83,89.82,15.6,169.21,36.3,0,86.85
2026-02-28 15:17:40.875978,Plant_B,Line_2,ba69605d-b9d6-4f64-a7e2-5a3717364e77,173.73,35.73,50.11,127.69,4.66,87.7,476.91,Evening,84.33,17.34,85.34,12.29,171.85,35.18,0,83.97
2026-02-28 15:47:40.875978,Plant_A,Line_2,7f8ecd9a-be3a-42a8-971b-c5a68eddda40,177.52,36.55,44.14,100.69,4.48,78.19,452.22,Morning,86.34,14.13,83.89,10.1,176.02,35.8,1,85.69
2026-02-28 16:17:40.875978,Plant_B,Line_2,a27ef6a7-b48a-4068-a599-4f969f539ceb,177.73,34.06,62.72,123.11,3.97,92.14,461.95,Evening,85.07,17.37,87.19,17.04,179.52,35.16,1,84.71
2026-02-28 16:47:40.875978,Plant_B,Line_3,aaaaad07-da03-40e3-982b-b99cf3776715,191.12,30.92,55.27,105.0,3.17,92.88,447.39,Morning,90.39,10.05,91.14,11.59,190.66,30.99,1,90.56
2026-02-28 17:17:40.875978,Plant_B,Line_3,81177c95-a136-4de5-beb9-a090dd837c19,171.53,36.07,66.78,133.05,5.66,89.19,478.12,Night,78.15,23.78,81.46,16.25,171.86,36.97,0,78.33
2026-02-28 17:47:40.875978,Plant_B,Line_2,60400504-657a-4daf-9576-ef4a50d60792,174.63,34.64,46.74,111.02,4.58,72.72,456.84,Night,80.6,20.64,78.24,21.61,173.77,35.0,1,82.32
2026-02-28 18:17:40.875978,Plant_B,Line_3,ded3cf52-c15e-4e0e-8c46-bdb69bd1a9fd,172.6,37.94,62.48,85.57,4.39,76.16,465.56,Night,79.52,22.12,78.51,14.57,173.41,36.19,1,79.19
2026-02-28 18:47:40.875978,Plant_A,Line_3,429275cf-4cb2-4726-96cc-cab6985c7449,181.28,35.91,34.03,132.29,3.93,98.48,423.43,Night,87.63,15.3,90.88,21.58,178.89,37.17,1,88.04
2026-02-28 19:17:40.875978,Plant_B,Line_3,39381c8e-5f52-4c56-904d-bd1c8c42251e,179.27,35.75,75.13,141.19,3.6,70.85,457.07,Evening,80.7,19.51,77.74,7.45,180.38,37.06,0,78.79
2026-02-28 19:47:40.875978,Plant_A,Line_3,817276b6-1f3d-4e6a-88aa-ee63853fbb06,182.92,35.52,52.97,124.59,2.21,71.78,381.69,Evening,87.61,14.7,82.86,8.84,183.88,36.01,1,88.18
2026-02-28 20:17:40.875978,Plant_C,Line_2,67b58f94-5dc2-4504-8f3a-f87ac897238b,191.13,35.59,54.94,113.24,4.94,77.71,456.24,Morning,82.55,17.58,81.1,9.75,189.08,34.96,1,80.97
2026-02-28 20:47:40.875978,Plant_A,Line_3,dc7e5500-1652-42b8-a68e-7d39d6432831,167.65,39.26,54.19,145.61,4.78,89.31,474.23,Evening,84.97,17.05,86.27,20.16,165.83,39.17,0,85.36
2026-02-28 21:17:40.875978,Plant_C,Line_1,46132690-8905-408c-ac11-8889e12b4730,165.27,30.06,76.53,92.81,3.54,93.35,462.6,Morning,86.59,14.65,88.62,12.72,166.5,31.45,1,85.95
2026-02-28 21:47:40.875978,Plant_C,Line_3,163f0ee5-3204-43c8-929c-5d6ea57f1435,183.73,38.55,55.27,101.67,2.65,82.18,473.72,Evening,87.44,14.3,85.86,10.82,181.86,38.0,1,86.46
2026-02-28 22:17:40.875978,Plant_A,Line_3,daa983bf-465e-4892-9752-6376af4e80de,179.94,41.4,79.53,117.75,3.66,92.82,399.2,Night,86.95,15.94,88.71,11.57,182.21,43.03,0,88.32
2026-02-28 22:47:40.875978,Plant_B,Line_1,828b7527-268c-4601-822d-cccf8ca2ba8a,191.12,31.04,55.98,128.7,2.59,85.2,445.55,Morning,89.61,10.51,88.29,9.67,192.28,31.94,1,90.23
2026-02-28 23:17:40.875978,Plant_C,Line_1,d71ba6a9-1779-4ce6-af55-056b86b8f4f7,190.98,32.31,48.27,135.6,4.94,88.86,430.92,Morning,84.26,17.57,85.64,11.87,189.46,34.21,1,85.9
2026-02-28 23:47:40.875978,Plant_A,Line_2,fd76aae5-fa8c-434f-9573-7e45d41d251e,177.46,36.16,40.11,121.34,3.13,77.47,486.82,Evening,87.05,14.9,84.18,0.66,178.36,34.38,1,86.68
2026-03-01 00:17:40.875978,Plant_A,Line_3,79201b55-b625-46f1-8497-9268bc7bcec7,173.73,30.11,65.4,123.99,3.08,82.03,523.02,Evening,84.53,15.58,83.78,13.82,170.77,30.56,0,85.19
2026-03-01 00:47:40.875978,Plant_B,Line_3,ed803c93-c6b3-4b41-abc1-e0bd168a56a7,193.04,41.37,64.52,118.04,4.26,89.79,469.53,Night,83.86,18.54,85.64,8.52,194.33,40.0,0,84.71
2026-03-01 01:17:40.875978,Plant_A,Line_2,dd97df0d-611d-4d52-a93a-d996a76b59d6,172.72,30.93,59.88,94.45,5.71,73.46,418.65,Morning,79.85,21.69,77.93,15.88,170.12,31.47,0,80.76
2026-03-01 01:47:40.875978,Plant_A,Line_2,e9569e3a-a1ce-42a5-80cf-ee96a78183eb,174.33,34.6,42.49,127.93,3.46,70.12,468.52,Night,81.98,20.5,78.42,14.62,172.96,34.07,0,84.47
2026-03-01 02:17:40.875978,Plant_C,Line_2,54bb2283-5e84-4387-9427-a5abcdc74706,176.05,39.1,61.92,114.51,4.04,88.74,391.35,Night,87.67,13.63,87.99,8.34,174.48,38.01,1,89.02
2026-03-01 02:47:40.875978,Plant_B,Line_2,d697e161-1cdb-4ba8-95b4-febe0d38aff3,186.57,34.82,52.35,116.49,6.16,78.03,493.48,Evening,79.78,20.77,79.25,10.14,184.65,35.89,1,79.26
2026-03-01 03:17:40.875978,Plant_C,Line_2,39d50f1f-8dd9-43e5-9b8b-6c261c26910b,183.05,35.68,60.02,103.84,4.89,97.47,442.69,Evening,82.31,20.45,86.86,12.85,183.35,35.14,0,82.63
2026-03-01 03:47:40.875978,Plant_C,Line_1,929ae904-3f49-4f8f-8c62-d294beed8e6f,178.78,33.68,75.64,117.49,6.52,98.89,464.23,Night,83.85,17.59,88.36,13.51,176.55,31.83,1,82.55
2026-03-01 04:17:40.875978,Plant_A,Line_3,a51063bf-19d3-4c49-85b8-5f718209b60d,183.86,27.91,71.36,135.04,4.41,87.03,348.25,Morning,79.74,22.7,81.93,17.58,186.37,28.38,1,77.86
